# elem_id    node_id        X            Y            Z         Damage        N_failure
    11477        127  -1.383290E-01   1.767290E-02  -1.764360E-03   0.000000E+00   1.797693+308
     5093        128  -1.397850E-01   1.582000E-02  -1.251720E-04   0.000000E+00   1.797693+308
    11444        129  -1.418550E-01   1.433020E-02   1.192900E-03   0.000000E+00   1.797693+308
     8635        130  -1.532130E-01   1.903120E-02  -6.357300E-03   0.000000E+00   1.797693+308
     4835        131  -1.523940E-01   2.111910E-02  -8.204400E-03   0.000000E+00   1.797693+308
    17726        132  -1.501990E-01   2.254410E-02  -9.465050E-03   0.000000E+00   1.797693+308
     4824        133  -1.473230E-01   2.285370E-02  -9.739020E-03   3.396620E-05   1.797693+308
     7718        134  -1.446800E-01   2.194980E-02  -8.939310E-03   1.000000E+00   2.543219E+04
     7718        135  -1.431090E-01   2.011920E-02  -7.319840E-03   1.000000E+00   2.362720E+04
    20224        136  -1.431090E-01   1.794320E-02  -5.394760E-03   1.667814E-01   1.797693+308
     2133        137  -1.446800E-01   1.611260E-02  -3.775290E-03   2.979707E-05   1.797693+308
     6199        138  -1.473230E-01   1.520860E-02  -2.975580E-03   0.000000E+00   1.797693+308
     4777        139  -1.501990E-01   1.551830E-02  -3.249550E-03   0.000000E+00   1.797693+308
    17938        140  -1.523940E-01   1.694330E-02  -4.510200E-03   0.000000E+00   1.797693+308
     5867        141  -1.532130E-01   1.383070E-02  -1.223570E-02   0.000000E+00   1.797693+308
     5197        142  -1.523940E-01   1.591860E-02  -1.408280E-02   0.000000E+00   1.797693+308
     3768        143  -1.501990E-01   1.734360E-02  -1.534350E-02   0.000000E+00   1.797693+308
     6758        144  -1.473230E-01   1.765330E-02  -1.561740E-02   6.346591E-07   1.797693+308
     2290        145  -1.446800E-01   1.674930E-02  -1.481770E-02   3.554085E-01   1.797693+308
     2290        146  -1.431090E-01   1.491870E-02  -1.319820E-02   7.536541E-02   1.797693+308
     7036        147  -1.431090E-01   1.274270E-02  -1.127320E-02   0.000000E+00   1.797693+308
    17494        148  -1.446800E-01   1.091210E-02  -9.653680E-03   0.000000E+00   1.797693+308
    19227        149  -1.473230E-01   1.000820E-02  -8.853980E-03   0.000000E+00   1.797693+308
      407        150  -1.501990E-01   1.031780E-02  -9.127940E-03   0.000000E+00   1.797693+308
      406        151  -1.523940E-01   1.174280E-02  -1.038860E-02   0.000000E+00   1.797693+308
    10794        152  -1.380350E-01   2.792530E-02   8.626960E-03   0.000000E+00   1.797693+308
     6981        153  -1.443850E-01   2.184440E-02   1.173480E-02   0.000000E+00   1.797693+308
     7843        154  -1.390050E-01   2.598160E-02   9.671430E-03   0.000000E+00   1.797693+308
     6983        155  -1.404260E-01   2.421250E-02   1.048470E-02   0.000000E+00   1.797693+308
     6983        156  -1.422410E-01   2.277590E-02   1.115400E-02   0.000000E+00   1.797693+308
     8726        157  -1.380350E-01   3.281930E-02   4.297370E-03   0.000000E+00   1.797693+308
     4939        158  -1.375780E-01   3.137870E-02   5.924150E-03   0.000000E+00   1.797693+308
     6988        159  -1.375780E-01   2.971560E-02   7.395470E-03   0.000000E+00   1.797693+308
     6147        160  -1.443850E-01   3.664530E-02  -1.359200E-03   0.000000E+00   1.797693+308
     1226        161  -1.422410E-01   3.595510E-02  -5.053520E-04   0.000000E+00   1.797693+308
     1226        162  -1.404260E-01   3.511550E-02   8.389230E-04   0.000000E+00   1.797693+308
    17559        163  -1.390050E-01   3.409280E-02   2.495560E-03   0.000000E+00   1.797693+308
      752        164  -1.472080E-01   2.137550E-02   1.214960E-02   0.000000E+00   1.797693+308
     6245        165  -1.500960E-01   2.149900E-02   1.204040E-02   0.000000E+00   1.797693+308
     4826        166  -1.528290E-01   2.220560E-02   1.141530E-02   0.000000E+00   1.797693+308
     6214        167  -1.552040E-01   2.344200E-02   1.032150E-02   0.000000E+00   1.797693+308
     6218        168  -1.570410E-01   2.511520E-02   8.841210E-03   0.000000E+00   1.797693+308
     4761        169  -1.582010E-01   2.709930E-02   7.085950E-03   0.000000E+00   1.797693+308
     6119        170  -1.585980E-01   2.924490E-02   5.187800E-03   0.000000E+00   1.797693+308
     6202        171  -1.582010E-01   3.139040E-02   3.289660E-03   0.000000E+00   1.797693+308
     6100        172  -1.570410E-01   3.337450E-02   1.534390E-03   0.000000E+00   1.797693+308
     6101        173  -1.552040E-01   3.504770E-02   5.413240E-05   0.000000E+00   1.797693+308
     7691        174  -1.528290E-01   3.628420E-02  -1.039700E-03   0.000000E+00   1.797693+308
     7692        175  -1.500960E-01   3.699070E-02  -1.664750E-03   0.000000E+00   1.797693+308
     5722        176  -1.472080E-01   3.711420E-02  -1.774000E-03   0.000000E+00   1.797693+308
