# eid nid X Y Z SXX SYY SZZ SXY SYZ SXZ
     37.    506. -0.122629E+00 -0.603863E-02  0.505493E-01 -0.336602E+07 -0.153100E+07  0.192027E+07 -0.438353E+07 -0.112456E+07 -0.180783E+06
     37.    967. -0.129446E+00 -0.137170E-01  0.409435E-01  0.349629E+07 -0.513493E+06  0.202253E+07 -0.251532E+07 -0.178756E+07 -0.957436E+06
     37.    798. -0.115466E+00 -0.168556E-01  0.366801E-01  0.103445E+08 -0.948065E+06  0.220925E+07 -0.125958E+07 -0.313291E+06  0.769694E+06
     37.    945. -0.126799E+00 -0.243567E-01  0.452491E-01  0.561395E+07 -0.103094E+07  0.104199E+07 -0.208587E+07 -0.753917E+06 -0.495988E+06
     38.    506. -0.122629E+00 -0.603863E-02  0.505493E-01 -0.379463E+07 -0.211343E+07  0.101636E+07 -0.439157E+07 -0.855681E+06 -0.762641E+05
     38.    798. -0.115466E+00 -0.168556E-01  0.366801E-01  0.104660E+08 -0.687785E+06  0.228872E+07 -0.132658E+07 -0.436388E+06  0.923209E+06
     38.    967. -0.129446E+00 -0.137170E-01  0.409435E-01  0.361556E+07 -0.489198E+06  0.232508E+07 -0.261899E+07 -0.196280E+07 -0.771281E+06
     38.    921. -0.126670E+00 -0.670148E-02  0.324269E-01  0.617800E+07 -0.115572E+07  0.284540E+07 -0.180932E+07 -0.165380E+07 -0.265131E+06
     39.     25. -0.138035E+00 -0.110747E-01  0.431293E-01 -0.301332E+07  0.519588E+06  0.165464E+07 -0.467213E+07 -0.807582E+07 -0.342916E+07
     39.     27. -0.138035E+00 -0.618068E-02  0.387997E-01 -0.275021E+07  0.997429E+06  0.359306E+07 -0.654212E+07 -0.920630E+07 -0.244549E+07
     39.    967. -0.129446E+00 -0.137170E-01  0.409435E-01  0.171947E+07  0.165632E+07  0.233538E+07 -0.294996E+07 -0.498179E+07 -0.202836E+07
     39.    935. -0.133571E+00 -0.135614E-01  0.305075E-01  0.478817E+07  0.474517E+07  0.150248E+07 -0.355726E+06 -0.826598E+07 -0.341555E+06
     40.     27. -0.138035E+00 -0.618068E-02  0.387997E-01 -0.755163E+06 -0.216870E+07  0.304400E+07 -0.663016E+07 -0.735864E+07 -0.161366E+07
     40.    921. -0.126670E+00 -0.670148E-02  0.324269E-01  0.655499E+07  0.114194E+07  0.513657E+07 -0.249863E+07 -0.342837E+07 -0.483417E+06
     40.    967. -0.129446E+00 -0.137170E-01  0.409435E-01  0.274906E+07  0.935938E+06  0.276033E+07 -0.287426E+07 -0.399080E+07 -0.143990E+07
     40.    935. -0.133571E+00 -0.135614E-01  0.305075E-01  0.706919E+07  0.278419E+07  0.151949E+07  0.243541E+05 -0.677242E+07  0.405447E+06
     41.    505. -0.129059E+00 -0.144610E-01  0.530438E-01 -0.498795E+07 -0.720262E+06  0.281794E+06 -0.416214E+07 -0.167512E+07 -0.817142E+06
     41.    823. -0.135779E+00 -0.208036E-01  0.433864E-01  0.525306E+07  0.142229E+07  0.290294E+06 -0.121144E+07 -0.230795E+07 -0.263263E+07
     41.    967. -0.129446E+00 -0.137170E-01  0.409435E-01  0.162389E+07 -0.199507E+06  0.636853E+06 -0.248605E+07 -0.236777E+07 -0.218174E+07
