# eid nid X Y Z SXX SYY SZZ SXY SYZ SXZ
      32.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      32.    1325. -9.806300E-02 -1.564470E-02  1.384050E-02  4.433702E+08  1.152425E+08  8.704712E+08 -2.484424E+07 -2.207857E+08  1.190329E+09
      32.    1683. -1.019490E-01 -1.729240E-02  3.002940E-02  1.599499E+09 -1.078206E+08  1.158450E+09  7.107315E+08  3.059388E+07  1.612617E+09
      33.    1683. -1.019490E-01 -1.729240E-02  3.002940E-02  1.599499E+09 -1.078206E+08  1.158450E+09  7.107315E+08  3.059388E+07  1.612617E+09
      33.    1930. -8.935560E-02 -6.958370E-03  3.773900E-02  3.153679E+09 -7.023603E+08  1.702860E+09  9.064414E+08  3.704723E+08  4.717570E+08
      33.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      33.    2026. -9.515930E-02 -5.576900E-03  2.293340E-02  1.274199E+09 -1.502217E+08  9.526154E+08  3.864886E+08 -1.397031E+08  9.293911E+08
      34.    1300. -9.538070E-02 -2.297150E-02  2.032230E-02  5.470127E+08 -6.404703E+07  1.260095E+09  1.477041E+08 -1.688553E+08  1.266713E+09
      34.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      34.    1683. -1.019490E-01 -1.729240E-02  3.002940E-02  1.599499E+09 -1.078206E+08  1.158450E+09  7.107315E+08  3.059388E+07  1.612617E+09
      34.    1910. -9.264630E-02 -2.689800E-02  3.110740E-02  8.198617E+08 -2.363558E+08  1.775544E+09  3.517505E+08 -2.298481E+07  1.298407E+09
      35.    1683. -1.019490E-01 -1.729240E-02  3.002940E-02  1.599499E+09 -1.078206E+08  1.158450E+09  7.107315E+08  3.059388E+07  1.612617E+09
      35.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      35.    1706. -8.372430E-02 -2.014160E-02  2.994130E-02  9.305668E+08 -3.981438E+08  1.976945E+09  1.880236E+08 -1.161692E+08  6.342854E+08
      35.    1910. -9.264630E-02 -2.689800E-02  3.110740E-02  8.198617E+08 -2.363558E+08  1.775544E+09  3.517505E+08 -2.298481E+07  1.298407E+09
      36.    1300. -9.538070E-02 -2.297150E-02  2.032230E-02  5.470127E+08 -6.404703E+07  1.260095E+09  1.477041E+08 -1.688553E+08  1.266713E+09
